"시군구/성/연령(5세)별 주민등록연앙인구"

"C행정구역(시군구)별","행정구역(시군구)별","C성별","성별","C연령별","연령별","시점","주민등록연앙인구 (명)"
'21110," 금정구",'2,"여자",'070,"10 - 14세",2020,3882.5000
'21110," 금정구",'2,"여자",'100,"15 - 19세",2020,4970.5000
'21110," 금정구",'2,"여자",'120,"20 - 24세",2020,8285.0000
'21110," 금정구",'2,"여자",'130,"25 - 29세",2020,7213.5000
'21110," 금정구",'2,"여자",'150,"30 - 34세",2020,5637.0000
'21110," 금정구",'2,"여자",'160,"35 - 39세",2020,6872.0000
'21110," 금정구",'2,"여자",'180,"40 - 44세",2020,7318.5000
'21110," 금정구",'2,"여자",'190,"45 - 49세",2020,8994.5000
'21110," 금정구",'2,"여자",'210,"50 - 54세",2020,10250.5000
'21110," 금정구",'2,"여자",'230,"55 - 59세",2020,11386.0000
'21110," 금정구",'2,"여자",'260,"60 - 64세",2020,11351.5000
'21110," 금정구",'2,"여자",'280,"65 - 69세",2020,8731.0000
'21110," 금정구",'2,"여자",'310,"70 - 74세",2020,6517.0000
'21110," 금정구",'2,"여자",'330,"75 - 79세",2020,5054.5000
'21110," 금정구",'2,"여자",'340,"80세 이상",2020,6218.5000
'21110," 금정구",'2,"여자",'360,"80 - 84세",2020,3462.0000
'21110," 금정구",'2,"여자",'370,"85세 이상",2020,2756.5000
'21110," 금정구",'2,"여자",'380,"85 - 89세",2020,1921.0000
'21110," 금정구",'2,"여자",'410,"90 - 94세",2020,667.0000
'21110," 금정구",'2,"여자",'430,"95 - 99세",2020,146.5000
'21110," 금정구",'2,"여자",'440,"100세 이상",2020,22.0000
'21120," 강서구",'0,"계",'000,"계",2020,132917.5000
'21120," 강서구",'0,"계",'020,"0 - 4세",2020,9413.5000
'21120," 강서구",'0,"계",'050,"5 - 9세",2020,10322.0000
'21120," 강서구",'0,"계",'070,"10 - 14세",2020,6557.5000
'21120," 강서구",'0,"계",'100,"15 - 19세",2020,4502.5000
'21120," 강서구",'0,"계",'120,"20 - 24세",2020,4971.0000
'21120," 강서구",'0,"계",'130,"25 - 29세",2020,7100.5000
'21120," 강서구",'0,"계",'150,"30 - 34세",2020,10620.0000
'21120," 강서구",'0,"계",'160,"35 - 39세",2020,16223.5000
'21120," 강서구",'0,"계",'180,"40 - 44세",2020,12836.0000
'21120," 강서구",'0,"계",'190,"45 - 49세",2020,9366.5000
'21120," 강서구",'0,"계",'210,"50 - 54세",2020,7899.5000
'21120," 강서구",'0,"계",'230,"55 - 59세",2020,8598.0000
'21120," 강서구",'0,"계",'260,"60 - 64세",2020,8874.0000
'21120," 강서구",'0,"계",'280,"65 - 69세",2020,6098.5000
'21120," 강서구",'0,"계",'310,"70 - 74세",2020,3872.0000
'21120," 강서구",'0,"계",'330,"75 - 79세",2020,2716.0000
'21120," 강서구",'0,"계",'340,"80세 이상",2020,2946.5000
'21120," 강서구",'0,"계",'360,"80 - 84세",2020,1684.5000
'21120," 강서구",'0,"계",'370,"85세 이상",2020,1262.0000
'21120," 강서구",'0,"계",'380,"85 - 89세",2020,850.0000
'21120," 강서구",'0,"계",'410,"90 - 94세",2020,331.0000
'21120," 강서구",'0,"계",'430,"95 - 99세",2020,69.5000
'21120," 강서구",'0,"계",'440,"100세 이상",2020,11.5000
'21120," 강서구",'1,"남자",'000,"계",2020,68662.5000
'21120," 강서구",'1,"남자",'020,"0 - 4세",2020,4836.5000
'21120," 강서구",'1,"남자",'050,"5 - 9세",2020,5299.5000
'21120," 강서구",'1,"남자",'070,"10 - 14세",2020,3308.0000
'21120," 강서구",'1,"남자",'100,"15 - 19세",2020,2323.5000
'21120," 강서구",'1,"남자",'120,"20 - 24세",2020,2720.0000
'21120," 강서구",'1,"남자",'130,"25 - 29세",2020,3756.0000
'21120," 강서구",'1,"남자",'150,"30 - 34세",2020,5310.0000
'21120," 강서구",'1,"남자",'160,"35 - 39세",2020,8413.5000
'21120," 강서구",'1,"남자",'180,"40 - 44세",2020,7146.5000
'21120," 강서구",'1,"남자",'190,"45 - 49세",2020,5281.0000
'21120," 강서구",'1,"남자",'210,"50 - 54세",2020,4150.0000
'21120," 강서구",'1,"남자",'230,"55 - 59세",2020,4296.5000
'21120," 강서구",'1,"남자",'260,"60 - 64세",2020,4472.0000
'21120," 강서구",'1,"남자",'280,"65 - 69세",2020,3178.5000
'21120," 강서구",'1,"남자",'310,"70 - 74세",2020,2008.0000
'21120," 강서구",'1,"남자",'330,"75 - 79세",2020,1263.5000
'21120," 강서구",'1,"남자",'340,"80세 이상",2020,899.5000
'21120," 강서구",'1,"남자",'360,"80 - 84세",2020,594.5000
'21120," 강서구",'1,"남자",'370,"85세 이상",2020,305.0000
'21120," 강서구",'1,"남자",'380,"85 - 89세",2020,234.5000
'21120," 강서구",'1,"남자",'410,"90 - 94세",2020,59.0000
'21120," 강서구",'1,"남자",'430,"95 - 99세",2020,10.0000
'21120," 강서구",'1,"남자",'440,"100세 이상",2020,1.5000
'21120," 강서구",'2,"여자",'000,"계",2020,64255.0000
'21120," 강서구",'2,"여자",'020,"0 - 4세",2020,4577.0000
'21120," 강서구",'2,"여자",'050,"5 - 9세",2020,5022.5000
'21120," 강서구",'2,"여자",'070,"10 - 14세",2020,3249.5000
'21120," 강서구",'2,"여자",'100,"15 - 19세",2020,2179.0000
'21120," 강서구",'2,"여자",'120,"20 - 24세",2020,2251.0000
'21120," 강서구",'2,"여자",'130,"25 - 29세",2020,3344.5000
'21120," 강서구",'2,"여자",'150,"30 - 34세",2020,5310.0000
'21120," 강서구",'2,"여자",'160,"35 - 39세",2020,7810.0000
'21120," 강서구",'2,"여자",'180,"40 - 44세",2020,5689.5000
'21120," 강서구",'2,"여자",'190,"45 - 49세",2020,4085.5000
'21120," 강서구",'2,"여자",'210,"50 - 54세",2020,3749.5000
'21120," 강서구",'2,"여자",'230,"55 - 59세",2020,4301.5000
'21120," 강서구",'2,"여자",'260,"60 - 64세",2020,4402.0000
'21120," 강서구",'2,"여자",'280,"65 - 69세",2020,2920.0000
'21120," 강서구",'2,"여자",'310,"70 - 74세",2020,1864.0000
'21120," 강서구",'2,"여자",'330,"75 - 79세",2020,1452.5000
'21120," 강서구",'2,"여자",'340,"80세 이상",2020,2047.0000
'21120," 강서구",'2,"여자",'360,"80 - 84세",2020,1090.0000
'21120," 강서구",'2,"여자",'370,"85세 이상",2020,957.0000
'21120," 강서구",'2,"여자",'380,"85 - 89세",2020,615.5000
'21120," 강서구",'2,"여자",'410,"90 - 94세",2020,272.0000
'21120," 강서구",'2,"여자",'430,"95 - 99세",2020,59.5000
'21120," 강서구",'2,"여자",'440,"100세 이상",2020,10.0000
'21130," 연제구",'0,"계",'000,"계",2020,207198.5000
'21130," 연제구",'0,"계",'020,"0 - 4세",2020,6779.5000
'21130," 연제구",'0,"계",'050,"5 - 9세",2020,8310.0000
'21130," 연제구",'0,"계",'070,"10 - 14세",2020,7831.5000
'21130," 연제구",'0,"계",'100,"15 - 19세",2020,8888.5000
'21130," 연제구",'0,"계",'120,"20 - 24세",2020,12366.0000
'21130," 연제구",'0,"계",'130,"25 - 29세",2020,13763.5000
'21130," 연제구",'0,"계",'150,"30 - 34세",2020,12453.5000
'21130," 연제구",'0,"계",'160,"35 - 39세",2020,15043.0000
'21130," 연제구",'0,"계",'180,"40 - 44세",2020,15018.0000
'21130," 연제구",'0,"계",'190,"45 - 49세",2020,16573.0000
'21130," 연제구",'0,"계",'210,"50 - 54세",2020,16782.0000
'21130," 연제구",'0,"계",'230,"55 - 59세",2020,17122.5000
'21130," 연제구",'0,"계",'260,"60 - 64세",2020,17674.0000
'21130," 연제구",'0,"계",'280,"65 - 69세",2020,13638.5000
'21130," 연제구",'0,"계",'310,"70 - 74세",2020,10125.0000
'21130," 연제구",'0,"계",'330,"75 - 79세",2020,7523.5000
'21130," 연제구",'0,"계",'340,"80세 이상",2020,7306.5000
'21130," 연제구",'0,"계",'360,"80 - 84세",2020,4596.0000
'21130," 연제구",'0,"계",'370,"85세 이상",2020,2710.5000
'21130," 연제구",'0,"계",'380,"85 - 89세",2020,1933.0000
'21130," 연제구",'0,"계",'410,"90 - 94세",2020,622.0000
'21130," 연제구",'0,"계",'430,"95 - 99세",2020,132.0000
'21130," 연제구",'0,"계",'440,"100세 이상",2020,23.5000
'21130," 연제구",'1,"남자",'000,"계",2020,99973.5000
'21130," 연제구",'1,"남자",'020,"0 - 4세",2020,3484.0000
'21130," 연제구",'1,"남자",'050,"5 - 9세",2020,4202.5000
'21130," 연제구",'1,"남자",'070,"10 - 14세",2020,4046.5000
'21130," 연제구",'1,"남자",'100,"15 - 19세",2020,4557.0000
'21130," 연제구",'1,"남자",'120,"20 - 24세",2020,6390.5000
'21130," 연제구",'1,"남자",'130,"25 - 29세",2020,6908.5000
'21130," 연제구",'1,"남자",'150,"30 - 34세",2020,6250.5000
'21130," 연제구",'1,"남자",'160,"35 - 39세",2020,7539.5000
'21130," 연제구",'1,"남자",'180,"40 - 44세",2020,7360.5000
'21130," 연제구",'1,"남자",'190,"45 - 49세",2020,8090.5000
'21130," 연제구",'1,"남자",'210,"50 - 54세",2020,7964.5000
'21130," 연제구",'1,"남자",'230,"55 - 59세",2020,8026.0000
'21130," 연제구",'1,"남자",'260,"60 - 64세",2020,8093.0000
'21130," 연제구",'1,"남자",'280,"65 - 69세",2020,6375.0000
'21130," 연제구",'1,"남자",'310,"70 - 74세",2020,4691.5000
'21130," 연제구",'1,"남자",'330,"75 - 79세",2020,3347.5000
'21130," 연제구",'1,"남자",'340,"80세 이상",2020,2646.0000
'21130," 연제구",'1,"남자",'360,"80 - 84세",2020,1885.5000
'21130," 연제구",'1,"남자",'370,"85세 이상",2020,760.5000
'21130," 연제구",'1,"남자",'380,"85 - 89세",2020,591.5000
'21130," 연제구",'1,"남자",'410,"90 - 94세",2020,141.0000
'21130," 연제구",'1,"남자",'430,"95 - 99세",2020,24.0000
'21130," 연제구",'1,"남자",'440,"100세 이상",2020,4.0000
'21130," 연제구",'2,"여자",'000,"계",2020,107225.0000
'21130," 연제구",'2,"여자",'020,"0 - 4세",2020,3295.5000
'21130," 연제구",'2,"여자",'050,"5 - 9세",2020,4107.5000
'21130," 연제구",'2,"여자",'070,"10 - 14세",2020,3785.0000
'21130," 연제구",'2,"여자",'100,"15 - 19세",2020,4331.5000
'21130," 연제구",'2,"여자",'120,"20 - 24세",2020,5975.5000
'21130," 연제구",'2,"여자",'130,"25 - 29세",2020,6855.0000
'21130," 연제구",'2,"여자",'150,"30 - 34세",2020,6203.0000
'21130," 연제구",'2,"여자",'160,"35 - 39세",2020,7503.5000
'21130," 연제구",'2,"여자",'180,"40 - 44세",2020,7657.5000
'21130," 연제구",'2,"여자",'190,"45 - 49세",2020,8482.5000
'21130," 연제구",'2,"여자",'210,"50 - 54세",2020,8817.5000
'21130," 연제구",'2,"여자",'230,"55 - 59세",2020,9096.5000
'21130," 연제구",'2,"여자",'260,"60 - 64세",2020,9581.0000
'21130," 연제구",'2,"여자",'280,"65 - 69세",2020,7263.5000
'21130," 연제구",'2,"여자",'310,"70 - 74세",2020,5433.5000
'21130," 연제구",'2,"여자",'330,"75 - 79세",2020,4176.0000
'21130," 연제구",'2,"여자",'340,"80세 이상",2020,4660.5000
'21130," 연제구",'2,"여자",'360,"80 - 84세",2020,2710.5000
'21130," 연제구",'2,"여자",'370,"85세 이상",2020,1950.0000
'21130," 연제구",'2,"여자",'380,"85 - 89세",2020,1341.5000
'21130," 연제구",'2,"여자",'410,"90 - 94세",2020,481.0000
'21130," 연제구",'2,"여자",'430,"95 - 99세",2020,108.0000
'21130," 연제구",'2,"여자",'440,"100세 이상",2020,19.5000
'21140," 수영구",'0,"계",'000,"계",2020,174590.5000
'21140," 수영구",'0,"계",'020,"0 - 4세",2020,4816.0000
'21140," 수영구",'0,"계",'050,"5 - 9세",2020,5622.5000
'21140," 수영구",'0,"계",'070,"10 - 14세",2020,5403.0000
'21140," 수영구",'0,"계",'100,"15 - 19세",2020,6670.5000
'21140," 수영구",'0,"계",'120,"20 - 24세",2020,10358.5000
'21140," 수영구",'0,"계",'130,"25 - 29세",2020,13763.0000
'21140," 수영구",'0,"계",'150,"30 - 34세",2020,11403.5000
'21140," 수영구",'0,"계",'160,"35 - 39세",2020,12417.5000
'21140," 수영구",'0,"계",'180,"40 - 44세",2020,11859.5000
'21140," 수영구",'0,"계",'190,"45 - 49세",2020,13277.0000
'21140," 수영구",'0,"계",'210,"50 - 54세",2020,13293.5000
'21140," 수영구",'0,"계",'230,"55 - 59세",2020,14051.5000
'21140," 수영구",'0,"계",'260,"60 - 64세",2020,15489.0000
'21140," 수영구",'0,"계",'280,"65 - 69세",2020,12230.5000
'21140," 수영구",'0,"계",'310,"70 - 74세",2020,9680.0000
'21140," 수영구",'0,"계",'330,"75 - 79세",2020,6966.0000
'21140," 수영구",'0,"계",'340,"80세 이상",2020,7289.0000
'21140," 수영구",'0,"계",'360,"80 - 84세",2020,4421.5000
'21140," 수영구",'0,"계",'370,"85세 이상",2020,2867.5000
'21140," 수영구",'0,"계",'380,"85 - 89세",2020,2035.5000
'21140," 수영구",'0,"계",'410,"90 - 94세",2020,700.5000
'21140," 수영구",'0,"계",'430,"95 - 99세",2020,117.5000
'21140," 수영구",'0,"계",'440,"100세 이상",2020,14.0000
'21140," 수영구",'1,"남자",'000,"계",2020,82664.5000
'21140," 수영구",'1,"남자",'020,"0 - 4세",2020,2433.0000
'21140," 수영구",'1,"남자",'050,"5 - 9세",2020,2936.5000
'21140," 수영구",'1,"남자",'070,"10 - 14세",2020,2792.0000
'21140," 수영구",'1,"남자",'100,"15 - 19세",2020,3444.5000
'21140," 수영구",'1,"남자",'120,"20 - 24세",2020,5081.5000
'21140," 수영구",'1,"남자",'130,"25 - 29세",2020,6755.0000
'21140," 수영구",'1,"남자",'150,"30 - 34세",2020,5675.0000
'21140," 수영구",'1,"남자",'160,"35 - 39세",2020,6219.5000
'21140," 수영구",'1,"남자",'180,"40 - 44세",2020,5934.0000
'21140," 수영구",'1,"남자",'190,"45 - 49세",2020,6397.5000
'21140," 수영구",'1,"남자",'210,"50 - 54세",2020,6229.0000
'21140," 수영구",'1,"남자",'230,"55 - 59세",2020,6234.5000
'21140," 수영구",'1,"남자",'260,"60 - 64세",2020,6858.0000
'21140," 수영구",'1,"남자",'280,"65 - 69세",2020,5524.5000
'21140," 수영구",'1,"남자",'310,"70 - 74세",2020,4392.5000
'21140," 수영구",'1,"남자",'330,"75 - 79세",2020,3123.0000
'21140," 수영구",'1,"남자",'340,"80세 이상",2020,2634.5000
'21140," 수영구",'1,"남자",'360,"80 - 84세",2020,1799.0000
'21140," 수영구",'1,"남자",'370,"85세 이상",2020,835.5000
'21140," 수영구",'1,"남자",'380,"85 - 89세",2020,631.5000
'21140," 수영구",'1,"남자",'410,"90 - 94세",2020,179.0000
'21140," 수영구",'1,"남자",'430,"95 - 99세",2020,21.5000
'21140," 수영구",'1,"남자",'440,"100세 이상",2020,3.5000
'21140," 수영구",'2,"여자",'000,"계",2020,91926.0000
'21140," 수영구",'2,"여자",'020,"0 - 4세",2020,2383.0000
'21140," 수영구",'2,"여자",'050,"5 - 9세",2020,2686.0000
'21140," 수영구",'2,"여자",'070,"10 - 14세",2020,2611.0000
'21140," 수영구",'2,"여자",'100,"15 - 19세",2020,3226.0000
'21140," 수영구",'2,"여자",'120,"20 - 24세",2020,5277.0000
'21140," 수영구",'2,"여자",'130,"25 - 29세",2020,7008.0000
'21140," 수영구",'2,"여자",'150,"30 - 34세",2020,5728.5000
'21140," 수영구",'2,"여자",'160,"35 - 39세",2020,6198.0000
'21140," 수영구",'2,"여자",'180,"40 - 44세",2020,5925.5000
'21140," 수영구",'2,"여자",'190,"45 - 49세",2020,6879.5000
'21140," 수영구",'2,"여자",'210,"50 - 54세",2020,7064.5000
'21140," 수영구",'2,"여자",'230,"55 - 59세",2020,7817.0000
'21140," 수영구",'2,"여자",'260,"60 - 64세",2020,8631.0000
'21140," 수영구",'2,"여자",'280,"65 - 69세",2020,6706.0000
'21140," 수영구",'2,"여자",'310,"70 - 74세",2020,5287.5000
'21140," 수영구",'2,"여자",'330,"75 - 79세",2020,3843.0000
'21140," 수영구",'2,"여자",'340,"80세 이상",2020,4654.5000
'21140," 수영구",'2,"여자",'360,"80 - 84세",2020,2622.5000
'21140," 수영구",'2,"여자",'370,"85세 이상",2020,2032.0000
'21140," 수영구",'2,"여자",'380,"85 - 89세",2020,1404.0000
'21140," 수영구",'2,"여자",'410,"90 - 94세",2020,521.5000
'21140," 수영구",'2,"여자",'430,"95 - 99세",2020,96.0000
'21140," 수영구",'2,"여자",'440,"100세 이상",2020,10.5000
'21150," 사상구",'0,"계",'000,"계",2020,213286.0000
'21150," 사상구",'0,"계",'020,"0 - 4세",2020,5702.0000
'21150," 사상구",'0,"계",'050,"5 - 9세",2020,7333.0000
'21150," 사상구",'0,"계",'070,"10 - 14세",2020,6992.5000
'21150," 사상구",'0,"계",'100,"15 - 19세",2020,8650.0000
'21150," 사상구",'0,"계",'120,"20 - 24세",2020,13896.0000
'21150," 사상구",'0,"계",'130,"25 - 29세",2020,15469.0000
'21150," 사상구",'0,"계",'150,"30 - 34세",2020,12161.5000
'21150," 사상구",'0,"계",'160,"35 - 39세",2020,13749.0000
'21150," 사상구",'0,"계",'180,"40 - 44세",2020,13653.0000
'21150," 사상구",'0,"계",'190,"45 - 49세",2020,15939.5000
'21150," 사상구",'0,"계",'210,"50 - 54세",2020,19472.0000
'21150," 사상구",'0,"계",'230,"55 - 59세",2020,22178.0000
'21150," 사상구",'0,"계",'260,"60 - 64세",2020,20913.5000
'21150," 사상구",'0,"계",'280,"65 - 69세",2020,14445.5000
'21150," 사상구",'0,"계",'310,"70 - 74세",2020,9867.0000
'21150," 사상구",'0,"계",'330,"75 - 79세",2020,6689.0000
'21150," 사상구",'0,"계",'340,"80세 이상",2020,6175.5000
'21150," 사상구",'0,"계",'360,"80 - 84세",2020,3914.0000
'21150," 사상구",'0,"계",'370,"85세 이상",2020,2261.5000
'21150," 사상구",'0,"계",'380,"85 - 89세",2020,1649.0000
'21150," 사상구",'0,"계",'410,"90 - 94세",2020,496.5000
'21150," 사상구",'0,"계",'430,"95 - 99세",2020,102.5000
'21150," 사상구",'0,"계",'440,"100세 이상",2020,13.5000
'21150," 사상구",'1,"남자",'000,"계",2020,107658.5000
'21150," 사상구",'1,"남자",'020,"0 - 4세",2020,2933.5000
'21150," 사상구",'1,"남자",'050,"5 - 9세",2020,3711.5000
'21150," 사상구",'1,"남자",'070,"10 - 14세",2020,3608.5000
'21150," 사상구",'1,"남자",'100,"15 - 19세",2020,4573.5000
'21150," 사상구",'1,"남자",'120,"20 - 24세",2020,7290.0000
'21150," 사상구",'1,"남자",'130,"25 - 29세",2020,8459.5000
'21150," 사상구",'1,"남자",'150,"30 - 34세",2020,6608.0000
'21150," 사상구",'1,"남자",'160,"35 - 39세",2020,7238.0000
'21150," 사상구",'1,"남자",'180,"40 - 44세",2020,7285.5000
'21150," 사상구",'1,"남자",'190,"45 - 49세",2020,8191.5000
'21150," 사상구",'1,"남자",'210,"50 - 54세",2020,9583.5000
'21150," 사상구",'1,"남자",'230,"55 - 59세",2020,11078.5000
'21150," 사상구",'1,"남자",'260,"60 - 64세",2020,10491.0000
'21150," 사상구",'1,"남자",'280,"65 - 69세",2020,7081.5000
'21150," 사상구",'1,"남자",'310,"70 - 74세",2020,4661.0000
'21150," 사상구",'1,"남자",'330,"75 - 79세",2020,2976.5000
'21150," 사상구",'1,"남자",'340,"80세 이상",2020,1887.0000
'21150," 사상구",'1,"남자",'360,"80 - 84세",2020,1374.0000
'21150," 사상구",'1,"남자",'370,"85세 이상",2020,513.0000
'21150," 사상구",'1,"남자",'380,"85 - 89세",2020,416.5000
'21150," 사상구",'1,"남자",'410,"90 - 94세",2020,83.5000
'21150," 사상구",'1,"남자",'430,"95 - 99세",2020,12.0000
'21150," 사상구",'1,"남자",'440,"100세 이상",2020,1.0000
'21150," 사상구",'2,"여자",'000,"계",2020,105627.5000
'21150," 사상구",'2,"여자",'020,"0 - 4세",2020,2768.5000
'21150," 사상구",'2,"여자",'050,"5 - 9세",2020,3621.5000
'21150," 사상구",'2,"여자",'070,"10 - 14세",2020,3384.0000
'21150," 사상구",'2,"여자",'100,"15 - 19세",2020,4076.5000
'21150," 사상구",'2,"여자",'120,"20 - 24세",2020,6606.0000
'21150," 사상구",'2,"여자",'130,"25 - 29세",2020,7009.5000
'21150," 사상구",'2,"여자",'150,"30 - 34세",2020,5553.5000
'21150," 사상구",'2,"여자",'160,"35 - 39세",2020,6511.0000
'21150," 사상구",'2,"여자",'180,"40 - 44세",2020,6367.5000
'21150," 사상구",'2,"여자",'190,"45 - 49세",2020,7748.0000
'21150," 사상구",'2,"여자",'210,"50 - 54세",2020,9888.5000
'21150," 사상구",'2,"여자",'230,"55 - 59세",2020,11099.5000
'21150," 사상구",'2,"여자",'260,"60 - 64세",2020,10422.5000
'21150," 사상구",'2,"여자",'280,"65 - 69세",2020,7364.0000
'21150," 사상구",'2,"여자",'310,"70 - 74세",2020,5206.0000
'21150," 사상구",'2,"여자",'330,"75 - 79세",2020,3712.5000
'21150," 사상구",'2,"여자",'340,"80세 이상",2020,4288.5000
'21150," 사상구",'2,"여자",'360,"80 - 84세",2020,2540.0000
'21150," 사상구",'2,"여자",'370,"85세 이상",2020,1748.5000
'21150," 사상구",'2,"여자",'380,"85 - 89세",2020,1232.5000
'21150," 사상구",'2,"여자",'410,"90 - 94세",2020,413.0000
'21150," 사상구",'2,"여자",'430,"95 - 99세",2020,90.5000
'21150," 사상구",'2,"여자",'440,"100세 이상",2020,12.5000
'21310," 기장군",'0,"계",'000,"계",2020,168798.0000
'21310," 기장군",'0,"계",'020,"0 - 4세",2020,8059.5000
'21310," 기장군",'0,"계",'050,"5 - 9세",2020,10914.5000
'21310," 기장군",'0,"계",'070,"10 - 14세",2020,9002.0000
'21310," 기장군",'0,"계",'100,"15 - 19세",2020,8078.0000
'21310," 기장군",'0,"계",'120,"20 - 24세",2020,8031.5000
'21310," 기장군",'0,"계",'130,"25 - 29세",2020,8399.0000
'21310," 기장군",'0,"계",'150,"30 - 34세",2020,9487.5000
'21310," 기장군",'0,"계",'160,"35 - 39세",2020,15141.0000
'21310," 기장군",'0,"계",'180,"40 - 44세",2020,16066.0000
'21310," 기장군",'0,"계",'190,"45 - 49세",2020,14905.0000
'21310," 기장군",'0,"계",'210,"50 - 54세",2020,12002.5000
'21310," 기장군",'0,"계",'230,"55 - 59세",2020,11020.5000
'21310," 기장군",'0,"계",'260,"60 - 64세",2020,11377.5000
'21310," 기장군",'0,"계",'280,"65 - 69세",2020,8822.0000
'21310," 기장군",'0,"계",'310,"70 - 74세",2020,6805.5000
'21310," 기장군",'0,"계",'330,"75 - 79세",2020,5069.5000
'21310," 기장군",'0,"계",'340,"80세 이상",2020,5616.5000
'21310," 기장군",'0,"계",'360,"80 - 84세",2020,3308.5000
'21310," 기장군",'0,"계",'370,"85세 이상",2020,2308.0000
'21310," 기장군",'0,"계",'380,"85 - 89세",2020,1613.5000
'21310," 기장군",'0,"계",'410,"90 - 94세",2020,534.0000
'21310," 기장군",'0,"계",'430,"95 - 99세",2020,141.5000
'21310," 기장군",'0,"계",'440,"100세 이상",2020,19.0000
'21310," 기장군",'1,"남자",'000,"계",2020,83577.5000
'21310," 기장군",'1,"남자",'020,"0 - 4세",2020,4056.0000
'21310," 기장군",'1,"남자",'050,"5 - 9세",2020,5607.0000
'21310," 기장군",'1,"남자",'070,"10 - 14세",2020,4666.5000
'21310," 기장군",'1,"남자",'100,"15 - 19세",2020,4225.0000
'21310," 기장군",'1,"남자",'120,"20 - 24세",2020,4261.5000
'21310," 기장군",'1,"남자",'130,"25 - 29세",2020,4483.0000
'21310," 기장군",'1,"남자",'150,"30 - 34세",2020,4692.5000
'21310," 기장군",'1,"남자",'160,"35 - 39세",2020,7495.5000
'21310," 기장군",'1,"남자",'180,"40 - 44세",2020,8166.0000
'21310," 기장군",'1,"남자",'190,"45 - 49세",2020,7778.0000
'21310," 기장군",'1,"남자",'210,"50 - 54세",2020,6189.5000
'21310," 기장군",'1,"남자",'230,"55 - 59세",2020,5425.0000
'21310," 기장군",'1,"남자",'260,"60 - 64세",2020,5295.0000
'21310," 기장군",'1,"남자",'280,"65 - 69세",2020,4086.5000
'21310," 기장군",'1,"남자",'310,"70 - 74세",2020,3187.5000
'21310," 기장군",'1,"남자",'330,"75 - 79세",2020,2204.0000
'21310," 기장군",'1,"남자",'340,"80세 이상",2020,1759.0000
'21310," 기장군",'1,"남자",'360,"80 - 84세",2020,1190.5000
'21310," 기장군",'1,"남자",'370,"85세 이상",2020,568.5000
'21310," 기장군",'1,"남자",'380,"85 - 89세",2020,450.0000
'21310," 기장군",'1,"남자",'410,"90 - 94세",2020,101.5000
'21310," 기장군",'1,"남자",'430,"95 - 99세",2020,15.5000
'21310," 기장군",'1,"남자",'440,"100세 이상",2020,1.5000
'21310," 기장군",'2,"여자",'000,"계",2020,85220.5000
'21310," 기장군",'2,"여자",'020,"0 - 4세",2020,4003.5000
'21310," 기장군",'2,"여자",'050,"5 - 9세",2020,5307.5000
'21310," 기장군",'2,"여자",'070,"10 - 14세",2020,4335.5000
'21310," 기장군",'2,"여자",'100,"15 - 19세",2020,3853.0000
'21310," 기장군",'2,"여자",'120,"20 - 24세",2020,3770.0000
'21310," 기장군",'2,"여자",'130,"25 - 29세",2020,3916.0000
'21310," 기장군",'2,"여자",'150,"30 - 34세",2020,4795.0000
'21310," 기장군",'2,"여자",'160,"35 - 39세",2020,7645.5000
'21310," 기장군",'2,"여자",'180,"40 - 44세",2020,7900.0000
'21310," 기장군",'2,"여자",'190,"45 - 49세",2020,7127.0000
'21310," 기장군",'2,"여자",'210,"50 - 54세",2020,5813.0000
'21310," 기장군",'2,"여자",'230,"55 - 59세",2020,5595.5000
'21310," 기장군",'2,"여자",'260,"60 - 64세",2020,6082.5000
'21310," 기장군",'2,"여자",'280,"65 - 69세",2020,4735.5000
'21310," 기장군",'2,"여자",'310,"70 - 74세",2020,3618.0000
'21310," 기장군",'2,"여자",'330,"75 - 79세",2020,2865.5000
'21310," 기장군",'2,"여자",'340,"80세 이상",2020,3857.5000
'21310," 기장군",'2,"여자",'360,"80 - 84세",2020,2118.0000
'21310," 기장군",'2,"여자",'370,"85세 이상",2020,1739.5000
'21310," 기장군",'2,"여자",'380,"85 - 89세",2020,1163.5000
'21310," 기장군",'2,"여자",'410,"90 - 94세",2020,432.5000
'21310," 기장군",'2,"여자",'430,"95 - 99세",2020,126.0000
'21310," 기장군",'2,"여자",'440,"100세 이상",2020,17.5000
'22,"대구광역시",'0,"계",'000,"계",2020,2410205.5000
'22,"대구광역시",'0,"계",'020,"0 - 4세",2020,78490.0000
'22,"대구광역시",'0,"계",'050,"5 - 9세",2020,104699.5000
'22,"대구광역시",'0,"계",'070,"10 - 14세",2020,106510.5000
'22,"대구광역시",'0,"계",'100,"15 - 19세",2020,124757.5000
'22,"대구광역시",'0,"계",'120,"20 - 24세",2020,161625.5000
'22,"대구광역시",'0,"계",'130,"25 - 29세",2020,159880.5000
'22,"대구광역시",'0,"계",'150,"30 - 34세",2020,134444.0000
'22,"대구광역시",'0,"계",'160,"35 - 39세",2020,163650.0000
'22,"대구광역시",'0,"계",'180,"40 - 44세",2020,175926.0000
'22,"대구광역시",'0,"계",'190,"45 - 49세",2020,209052.5000
'22,"대구광역시",'0,"계",'210,"50 - 54세",2020,214571.0000
'22,"대구광역시",'0,"계",'230,"55 - 59세",2020,207638.0000
'22,"대구광역시",'0,"계",'260,"60 - 64세",2020,183311.0000
