index,송하인_격자공간고유번호,수하인_격자공간고유번호,물품_카테고리,운송장_건수
10072,5013000857091100,1144000008017400,농산물,3
10073,5013000854017300,2629000007073100,농산물,5
10074,4137000019060200,5011000543041100,음료,3
10075,5011000272040300,4812900073051100,농산물,3
10076,5011000309091300,1150000016054200,기타식품,3
10077,5013000765096400,1156000026072400,농산물,3
10078,5011000112098300,2729000037059300,건강식품,26
10079,5011000895025300,1162000002058400,농산물,4
10080,5013000610049100,4276000790016400,농산물,5
10081,5011000375010100,4157000207060400,기타식품,3
10082,1153000017005200,5011000265053300,건강식품,10
10083,5011000078068400,4127300027026300,농산물,3
10084,5013000812069200,4623000422018100,농산물,7
10085,4127300065073100,5011000378073300,상의,3
10086,5013000732089100,2826000012019400,농산물,5
10087,5013000468022200,4577000410083100,기타식품,3
10088,5011000896069400,4113500010046400,농산물,3
10089,5011000263024200,4157000166016200,음료,9
10090,5013000731079400,4183000510072200,농산물,5
10091,4146100274005300,5011000257096400,음료,6
10092,1153000017005200,5013000867055400,건강식품,8
10093,5011000626011200,4790000203021200,농산물,10
10094,5013000827089100,4833000435020200,농산물,5
10095,4150000241065200,5011000434060400,건강식품,5
10096,4471000310052200,5011000318030100,건강식품,10
10097,5011000215098200,5011000215077400,냉동/간편조리식품,3
10098,5013000664028400,4217000053003100,농산물,5
10099,5011000224053100,4111300010022400,농산물,3
10100,5011000082053300,2726000016076200,농산물,3
10101,5013000778073200,4182000822001200,농산물,3
10102,5013000731015300,4277001153098300,농산물,4
10103,5013000610049100,2641000058018200,농산물,3
10104,5013000610049100,1162000009055300,농산물,3
10105,5013000821028200,3023000058024300,농산물,5
10106,1117000009070100,5011000212028100,PC,16
10107,5013000783057100,3014000007040100,농산물,4
10108,5013000622057100,2817000004077400,농산물,3
10109,1117000009037100,5011000315048400,기타디지털/가전,3
10110,5011000375010100,4213000202024100,농산물,10
10111,5011000137030100,3014000006001100,농산물,3
10112,5011000137030100,4136000292049400,농산물,3
10113,4136000318025200,5011000542054300,스킨케어,3
10114,5011000625060200,2818500012045400,농산물,3
10115,5011000137030100,4713000545012200,농산물,3
10116,5013000667089200,2823700025019300,농산물,3
10117,5011000437099200,4119500018086400,농산물,3
10118,5011000262036200,1144000018007200,농산물,12
10119,5013000812074300,4145000056056200,농산물,10
10120,1129000014045300,5011000315080100,문구/사무용품,3
10121,5013000459099100,3120000173001200,농산물,4
10122,5011000137030100,4128100123026200,농산물,3
10123,4717000962032100,5011000314074200,농산물,4
10124,5013000731055200,4773000828075400,농산물,3
10125,5011000570061200,4375000209017300,농산물,3
10126,2623000019068400,5011000590043200,음료,4
10127,5013000858004300,2826000030049400,농산물,4
10128,5013000808019300,4127300055055400,농산물,3
10129,5011000078068400,4514000438018100,농산물,4
10130,5011000137030100,4511100030081400,농산물,3
10131,5011000078068400,2671000077016400,농산물,3
10132,5013000731055200,2771000078090300,농산물,4
10133,5013000610049100,1168000009021100,농산물,5
10134,5011000078068400,3611000174008400,농산물,3
10135,5013000731055200,1156000023006400,농산물,3
10136,5011000078068400,4111300041029300,농산물,3
10137,5011000685067100,4128100136028200,농산물,3
10138,4719000468072100,5013000467086400,농산물,3
10139,5011000309089100,4127100031034100,음료,5
10140,5011000367031400,4117300025049300,농산물,3
10141,5013000610049100,1162000003059400,농산물,3
10142,2723000088054300,5011000173088200,가공식품,4
10143,5013000044016100,1154500002066400,농산물,3
10144,5011000078068400,4122000269100400,농산물,3
10145,5013000624091200,2650000002043100,농산물,4
10146,4165000698037400,5011000324040200,침구단품,12
10147,4148000699072200,5013000817083300,음반,5
10148,5011000078068400,4812100163086400,농산물,4
10149,5013000735022300,4213000358100200,농산물,3
10150,5011000078068400,4113300009074400,농산물,3
10151,4150000201062200,5011000319006200,건강식품,5
10152,5011000722079200,4511100058077300,농산물,5
10153,5013000670082100,4127100052012400,농산물,3
10154,5011000078068400,4511100059063200,농산물,3
10155,1153000017005200,5011000324030200,가공식품,5
10156,5011000685067100,1162000014008200,농산물,3
10157,5011001027008200,3017000009081300,농산물,4
10158,5011000078068400,4122000299087200,농산물,4
10159,4161000323029100,5013000817056300,신발,3
10160,5011000078068400,4127300041095200,농산물,3
10161,5013000777063100,4313000673078200,농산물,8
10162,5013000902003200,4375000232078400,농산물,4
10163,5013000675081300,4215000420025200,농산물,7
10164,5011001128032200,4148000556065200,농산물,3
10165,4161000402022400,5011000188053400,음료,4
10166,5013000610049100,1126000007034300,농산물,3
10167,5011000137030100,1168000007099400,농산물,5
10168,5013000768074300,4511300097069200,농산물,3
10169,5011000313025300,4511300072063300,농산물,3
10170,4136000307086100,5011000074085100,축산,11
10171,5013000862067200,4111100030085400,농산물,4
10172,5013000777063100,2826000076075100,농산물,5
10173,5011000595017300,4121000008049400,음반,3
10174,5011001070014400,3117000061058300,농산물,3
10175,4215000073046400,5011000174044300,기타식품,28
10176,5013000854096200,4715000667030200,농산물,4
10177,5011000437099200,1138000021034100,농산물,10
10178,4827000513030100,5011000429001400,수산,4
10179,5011000435073100,1111000015050400,농산물,4
10180,5011001027055100,2626000007026100,농산물,3
10181,5011000530022100,1168000011088400,축산,5
10182,4775000245094200,5013000823060200,가공식품,33
10183,5011000265018400,1156000026086400,음료,7
10184,5013000731055200,1138000017029300,농산물,3
10185,5013000232095200,2826000141007200,농산물,17
10186,5013000778073200,4182000612097300,농산물,3
10187,5011000685067100,2653000021086300,농산물,7
10188,5013000854017300,4413300198039400,농산물,3
10189,5013000902065100,3611000319090400,농산물,6
10190,4148000626030400,5011000215076300,가공식품,6
10191,5013000821028200,2917000070076100,농산물,3
10192,5013000610049100,2817000006062400,농산물,4
10193,5011000373086200,4311100025027300,농산물,3
10194,4148000626081100,5011000330028200,헤어스타일링,4
10195,5011001034043300,1174000023041300,농산물,4
10196,5011000078068400,4155000404006200,농산물,4
10197,5011000078068400,4514000384054300,농산물,3
10198,5013000610049100,4117100026016100,농산물,3
10199,5011000310047200,4511100085002300,수산,3
10200,5011000310049100,4371000041081200,기타화장품/미용,15
10201,5011000424078200,1165000022020200,농산물,4
10202,5013000640023300,4113500046068400,농산물,4
10203,4157000306018300,5013000946019100,음료,4
10204,5011000078068400,1130500023029300,농산물,3
10205,5011000466086300,3014000011019200,농산물,13
10206,5011001128032200,4128500057093200,농산물,5
10207,5011000595017300,1135000020023300,음반,4
10208,5013000565050400,4792000792056400,농산물,3
10209,5011000213090100,2723000094048100,농산물,3
10210,5011000078068400,2820000025089300,농산물,3
10211,5013000731055200,4613000339017200,농산물,3
10212,4420000201100300,5011000266042100,음료,4
10213,5013000854086200,4111300035066400,농산물,3
10214,5013000623051300,4824000477012100,농산물,6
10215,4146100234047300,5011000366043400,냉동/간편조리식품,3
10216,5013000610049100,1168000013091300,농산물,3
10217,5011000595017300,1154500008021300,음반,3
10218,1114000004022300,5013000852034300,가공식품,4
10219,5011000137030100,4159000233057400,농산물,3
10220,5013000610049100,1147000008070200,농산물,3
10221,4148000525097200,5011000319077400,문화컨텐츠,3
10222,5011000137030100,3611000174010100,농산물,3
10223,5011000312034400,4159000572037400,농산물,11
10224,4150000163045200,5013000861021100,건강식품,4
10225,5011000437099200,4115000038063200,농산물,3
10226,5011000078068400,4127300055060300,농산물,5
10227,5011001076050400,4413300188036400,농산물,3
10228,5013000610049100,1171000015024400,농산물,3
10229,2723000088054300,5011000373078300,생활용품,4
10230,5011000321070200,2817000011033400,음료,4
10231,5011000316024300,2917000049072200,수산,8
10232,5013000637036200,4812100183015100,농산물,3
10233,4377000238011300,5011000264005400,기저귀/물티슈,3
10234,5013000308099400,4128100036061300,농산물,3
10235,5011000315099400,4165000728022200,음료,3
10236,4136000216029100,5011000214006400,반려동물,3
10237,5011001071008400,4119900009048400,농산물,3
10238,5011000214049400,4117300007089300,농산물,3
10239,4159000672077400,5011001107080100,농산물,5
10240,4519000626011100,5011000168100300,스킨케어,4
10241,5011000078068400,2826000097027200,농산물,3
10242,5011000685067100,1162000015082400,농산물,3
10243,4313000590069100,5011000435081300,분유/이유식/아기간식,3
10244,5011000316024300,4136000261092400,수산,4
10245,5011000595017300,2653000007029300,음반,3
10246,5011000486060300,4776000525016200,음료,10
10247,4377000110004300,5011000134096100,다이어트식품,10
10248,5011000078068400,1123000010073200,농산물,3
10249,5013000731055200,4128500038025200,농산물,5
10250,4146300050007100,5011000379059100,DIY자재/용품,4
10251,5013000505099200,4159000258058100,농산물,10
10252,4150000201062200,5011000320032100,건강식품,3
10253,4213000280087300,5011000199054100,가공식품,4
10254,5011000078068400,1171000008025200,농산물,3
10255,5011000264070100,2818500007082200,농산물,4
10256,4141000031030100,5011000215041400,하의,3
10257,5013000622057100,4127100045058100,농산물,3
10258,5013000821028200,4165000762078300,농산물,6
10259,5011000316024300,4817000449067400,수산,3
10260,5013000779010300,1144000020028300,농산물,3
10261,5011000375010100,4139000087038300,음료,3
10262,5013000610049100,1144000017043300,농산물,6
10263,5011000078068400,4159000256081300,농산물,4
10264,5011000078068400,4812500013023200,농산물,3
10265,5011000078068400,2632000026007300,농산물,9
10266,5011000078068400,4165000609038300,농산물,3
10267,5013000610049100,3017000026096100,농산물,3
10268,5011000543038400,4159000428079300,건강식품,16
10269,5011000078068400,1150000031055100,농산물,3
10270,2824500045087100,5011000314055100,욕실용품,3
10271,5011000137030100,1144000019096400,농산물,3
10272,5011000224053100,4372000348016200,농산물,3
10273,5013000273028100,4121000008088300,농산물,3
10274,1150000037066300,5013000809100100,상의,4
10275,1168000005092100,5011000264015200,기타식품,11
10276,5013000731055200,4831000232073300,농산물,3
10277,5011000137030100,4141000018076300,농산물,3
10278,5011000078068400,1150000040079300,농산물,3
10279,5013000821028200,1132000013029200,농산물,3
10280,5011000374034200,4311300035047300,농산물,3
10281,5013000731055200,4413100102094200,농산물,4
10282,5013000179011100,4119900012071300,농산물,4
10283,5011000213090100,2644000164014200,농산물,3
10284,5011000595017300,1138000015086400,음반,3
10285,5011000137030100,4119500011036200,농산물,4
10286,4146100146003300,5011000215021100,문구/사무용품,10
10287,5013000731055200,4833000420019400,농산물,14
10288,5011001027055100,4723000810072200,농산물,5
10289,4157000180007400,5011000435014100,가공식품,10
10290,5013000735001200,4833000420020400,농산물,5
10291,5013000610049100,4413100291072200,농산물,16
10292,5011001070065300,4623000406089200,농산물,3
10293,5013000610049100,3611000297004300,농산물,3
10294,5013000916011300,4146300021033400,농산물,3
10295,2826000141045400,5011000375051100,수납가구,11
10296,5013000723077100,4121000040043300,농산물,3
10297,5011000263078100,2820000016058200,냉동/간편조리식품,4
10298,5013000582084100,1154500005076100,농산물,3
10299,2653000031015300,5011000427058400,기타식품,4
10300,5013000731055200,1174000012073200,농산물,4
10301,5011000436041400,2714000173039200,농산물,3
10302,5013000723077100,2729000034052100,농산물,3
10303,5011000375010100,2650000002046400,기타식품,3
10304,5013000731055200,4211000516053100,농산물,5
10305,5013000821028200,1141000005100100,농산물,3
10306,2723000088054300,5011000315034300,냉동/간편조리식품,3
10307,2644000146057100,5011000173038400,낚시,3
10308,5013000821028200,2671000096013200,농산물,3
10309,5011000311020400,1144000025082400,농산물,3
10310,5013000731055200,1129000012043300,농산물,3
10311,5011000271059100,2620000021046100,기타식품,5
10312,5011000450085400,1121500006068200,기타식품,5
10313,2638000029008400,5011000166094100,생활용품,6
10314,5013000821028200,1120000005045400,농산물,3
10315,5013000765096400,4615000597057100,농산물,3
10316,4150000201062200,5011000318059200,건강식품,7
10317,5011000272063400,4477000345044400,농산물,7
10318,5011000212018400,2671000081012100,수산,4
10319,1153000017005200,5011000264040100,가공식품,3
10320,5013000610049100,4145000021069400,농산물,3
10321,5011000078068400,1153000017082100,농산물,3
10322,5013000731055200,3611000318022100,농산물,3
10323,5011000767075300,1162000012076200,축산,3
10324,5011000316024300,4471000141059400,수산,4
10325,5011000078068400,2614000004049200,농산물,3
10326,4148000690015300,5011000172035400,문화컨텐츠,3
10327,4141000031030100,5013000853009400,언더웨어,4
10328,5013000610049100,2635000015055100,농산물,4
10329,5011000078068400,2826000106001300,농산물,5
10330,5011000137030100,2635000019052400,농산물,3
10331,5013000821028200,4117300019081300,농산물,3
10332,5013000731055200,4613000314065100,농산물,3
10333,4159000429094300,5013000926066200,축산,3
10334,4150000241045200,5011000214034200,건강식품,3
10335,5011000224036300,4128700036056300,농산물,3
10336,4145000026081100,5011000373016400,스킨케어,10
10337,4141000031030100,5013000740014400,건강용품,3
10338,5011000437099200,1159000006080300,수산,8
10339,5011000078068400,1171000018087200,농산물,3
10340,5011000857010100,4812300007033200,농산물,3
10341,5011000685067100,3017000035025300,농산물,6
10342,5011001076050400,4141000010016400,음료,5
10343,5011000137030100,1150000034016300,농산물,3
10344,5013000821028200,4113500003071400,농산물,3
10345,5013000043028400,4137000017033300,농산물,3
10346,3114000001024300,5011000168073400,공구,4
10347,5011000215076100,2632000032034300,농산물,17
10348,5011001071008400,1156000024060200,농산물,4
10349,5013000610049100,4311300054083400,농산물,3
10350,4413300195051400,5011000543041100,기타식품,13
10351,4127300022051100,5011000173097400,위생/건강용품,5
10352,2723000088054300,5011000373069300,과자,3
10353,5013000610049100,4481000239032200,상의,3
10354,5013000766068200,4139000078020400,농산물,3
10355,5011000078068400,4615000626073200,농산물,3
10356,5013000731055200,2632000010055100,농산물,3
10357,4148000626030400,5011000315059100,가공식품,10
10358,5011000078068400,4111300040020400,농산물,3
10359,5011001054058100,4374000682022300,과자,4
10360,5011000078068400,2626000007098300,농산물,3
10361,4136000335012200,5011000265042400,가공식품,10
10362,5013000777063100,4729000028004400,농산물,4
10363,2820000053053300,5011000113021100,주방가구,3
10364,2826000141075100,5011000214095200,이미용가전,4
10365,5013000731054400,1159000002091200,농산물,5
10366,5011000078068400,4613000343006100,농산물,3
10367,4159000429094300,5011000314098300,가공식품,3
10368,5011000137030100,1135000004049400,농산물,3
10369,5011000078068400,4812300007064300,농산물,15
10370,2871000053055200,5011000429068100,주방용품,6
10371,5013000732073100,3017000002042100,농산물,3
10372,5011000137030100,2714000097014400,농산물,3
10373,2826000144005100,5013000818096400,스마트디바이스액세서리,3
10374,5011000078068400,2920000024008100,농산물,3
10375,5013000740006400,2826000104028200,농산물,3
10376,5013000824069200,4715000149093100,농산물,3
10377,5011000437099200,1114000001020400,축산,8
10378,5011000078068400,4617000134086200,농산물,4
10379,4145000044009200,5013000866025100,생활용품,4
10380,4427000366060200,5011000373048400,건강식품,6
10381,4137000019060200,5011000429004100,클렌징,3
10382,5011001116066400,3020000034083100,농산물,3
10383,5013000610049100,4139000011045400,농산물,3
10384,5011000199044400,4677000176059100,농산물,3
10385,5011000078068400,4119900012066300,농산물,3
10386,4729000149003100,5011000532046400,가공식품,5
10387,5011000312034400,4615000570024200,농산물,5
10388,5013000731055200,4127100035023400,농산물,4
10389,5013000731055200,4427000102003400,농산물,3
10390,5011000266012100,4375000150013100,기타패션의류,6
10391,5013000907027300,4413300027096100,수산,3
10392,5011000626054300,4513000376072400,농산물,4
10393,5013000821028200,2811000141088300,농산물,3
10394,2723000088054300,5013000855092200,주방용품,4
10395,5011000424078200,1114000001085200,농산물,4
10396,5011000137030100,2726000042011300,농산물,4
10397,5011000213090100,4277000463041300,농산물,3
10398,4148000690015300,5011000313055100,문화컨텐츠,4
10399,5011000384015100,4136000234043400,농산물,5
10400,5011000310047200,4315000317023100,수산,4
10401,5011000313091400,4617000182068100,농산물,11
10402,5011000439002200,4311300083020200,농산물,3
10403,4141000031030100,5011000168081100,아우터,4
10404,5011000437099200,2824500037074400,농산물,4
10405,5013000777063100,3017000001009300,농산물,3
10406,5011000078068400,4613000431007300,농산물,3
10407,5011000685067100,4117300025046200,농산물,3
10408,5011000685067100,4213000493084400,농산물,3
10409,5013000735022300,1117000019023100,농산물,3
10410,5011000213090100,4571000638072200,농산물,3
10411,5011001053071400,4117300021019200,농산물,3
10412,4148000690015300,5013000579086400,문화컨텐츠,3
10413,5013000610049100,3611000317067100,농산물,3
10414,5011000213090100,4117300013047400,농산물,4
10415,5011000685067100,4159000253070300,농산물,3
10416,4157000230014100,5011000315087100,농산물,3
10417,1117000005023300,5013000861031200,농산물,3
10418,5013000616064300,4148000630041400,농산물,8
10419,1135000009051200,5011000178037300,반려동물,3
10420,5011000375010100,2826000031061100,음료,6
10421,5011000685067100,4311100063005300,농산물,3
10422,5011000078068400,2720000012021100,농산물,3
10423,4146300050007100,5011000314089200,완구/매트,3
10424,4180000526026100,5011000315081200,문화컨텐츠,3
10425,5011000078068400,4215000422059300,농산물,4
10426,5011000525070400,4313000673085100,농산물,3
10427,5011001076050400,1156000012090200,음료,3
10428,5011000078068400,4374000364032200,농산물,6
10429,4141000031009400,5011000317055300,가공식품,10
10430,5011000582021400,2623000025015100,축산,4
10431,5011000314059300,4375000191097400,음료,4
10432,5011000078068400,4128100137021200,농산물,4
10433,5011000078068400,4513000186088200,농산물,6
10434,5013000610049100,4128500057072100,농산물,4
10435,5013000765096400,1174000013002300,농산물,4
10436,5013000731055200,1135000034034400,농산물,3
10437,5013000610049100,1120000014029300,농산물,3
10438,5013000821028200,2647000011023400,농산물,4
10439,5011000078068400,1156000016028400,농산물,3
10440,5011000078068400,4128500035009200,농산물,3
10441,5013000622057100,4125000066074300,농산물,4
10442,5013000610049100,1165000013036200,농산물,3
10443,5011000137030100,1168000016060200,농산물,3
10444,5013000170048400,4482500344079400,농산물,4
10445,5011000310047200,4421000500064200,수산,6
10446,5013000731055200,2817000009040200,농산물,3
10447,2714000144062200,5011000522029300,가공식품,3
10448,4511300060053300,5011000372065400,냉동/간편조리식품,25
10449,5011000117002300,5011000470029100,가공식품,15
10450,5013000610049100,2644000164027300,농산물,3
10451,5011000078068400,4115000074054400,농산물,3
10452,5011000078068400,4115000065053100,농산물,3
10453,5011000213090100,4128700010057300,농산물,3
10454,5013000610049100,1165000010096200,농산물,3
10455,1117000009037100,5011000265086200,기타디지털/가전,23
10456,5011000137030100,4119500010021100,농산물,3
10457,4148000699072200,5013000817098400,음반,3
10458,5011000078068400,4680000309073100,농산물,3
10459,4136000193095300,5013000827025200,반려동물,4
10460,5013000731055200,4418000114093400,농산물,3
10461,5011000595017300,1126000019025300,음반,3
10462,1117000009037100,5011000315060100,기타디지털/가전,10
10463,5013000610049100,4141000006076100,농산물,3
10464,4146100126009100,5011001012032100,가공식품,3
10465,2638000038081400,5011000167059300,과자,3
10466,5011000078068400,4128500035027400,농산물,3
10467,5013000267042300,2818500039071200,농산물,3
10468,5013000828009100,4615000105051200,농산물,3
10469,4113500034035400,5011000373020100,DIY자재/용품,3
10470,5011000316024300,4374000143075400,수산,10
10471,5011000424078200,4159000246004200,농산물,3
10472,5013000778073200,1165000008049400,농산물,4
10473,5013000567043100,2632000033048100,농산물,5
10474,4150000222021400,5013000777061400,주방용품,3
10475,5013000610049100,1150000021096200,농산물,3
10476,5011001108036200,3117000047027400,농산물,4
10477,5013000731055200,2818500039072300,농산물,3
10478,5013000905088200,4213000518096400,농산물,3
10479,5011000078068400,4146500036020200,농산물,4
10480,5013000610049100,1147000016010200,농산물,3
10481,5011000137030100,4217000043058300,농산물,3
10482,5013000740006400,4729000092098100,농산물,3
10483,4128500023067300,5011000372068300,기저귀/물티슈,4
10484,5013000818021200,4141000024055300,과자,4
10485,5011000078068400,4812500037085200,농산물,4
10486,5013000610049100,4165000536034200,농산물,3
10487,4215000055043100,5011000215080300,기타식품,3
10488,5013000009018200,1111000023060100,농산물,3
10489,5013000731055200,4611000042048200,농산물,3
10490,5011000137030100,4128500035044100,농산물,5
10491,5011000319090100,1150000032056100,주방용품,8
10492,4141000031030100,5011000374026300,기능성,4
10493,5013000777063100,1138000021032300,농산물,3
10494,5013000821028200,4623000417032300,농산물,4
10495,5013000624091200,4111700019001100,농산물,8
10496,5013000828001400,3120000156052200,농산물,12
10497,4159000429094300,5011000366054200,음료,4
10498,5011000078068400,1135000023075100,농산물,5
10499,5011000372064200,1138000020076100,농산물,5
10500,5011000324077100,1168000033008100,농산물,4
10501,5011000595017300,1168000012093300,음반,5
10502,4117300024029400,5013000030089200,문화컨텐츠,3
10503,4427000366060200,5011000368030300,건강식품,3
10504,5011000424078200,4127300027026300,농산물,6
10505,4150000199100200,5011000320015100,음료,3
10506,5013000731055200,1111000016040300,농산물,3
10507,5011000174022400,1147000010062200,농산물,3
10508,4150000157018400,5011000314093200,생활용품,4
10509,5011000974097100,4127300008054200,농산물,5
10510,5011000078068400,1162000004023400,농산물,4
10511,5013000731055200,4157000191087400,농산물,3
10512,5011000137030100,4113500011057400,농산물,4
10513,5013000616057100,4717000830028300,농산물,3
10514,5011000570061200,2817000009064300,농산물,4
10515,5011000078068400,4623000417099200,농산물,11
10516,5011000437099200,1147000011079400,농산물,3
10517,4159000429094300,5011000319050400,냉동/간편조리식품,6
10518,4148000568086300,5011000373086400,문화컨텐츠,4
10519,5011001053071400,2811000039020400,농산물,5
10520,5013000735022300,4213000861049100,농산물,3
10521,5011000626011200,4812500097076100,농산물,4
10522,4148000672094100,5011000768002400,가공식품,4
10523,5011000137030100,4719000456068100,농산물,3
10524,5011000310047200,1111000004097200,수산,4
10525,2726000005003400,5011000372059100,위생/건강용품,11
10526,2723000088054300,5011000435038200,주방용품,3
10527,5011000437099200,4136000275092300,농산물,3
10528,4311100012003100,5011000373005300,음료,4
10529,5013000610049100,3120000175007300,농산물,4
10530,5011000230014200,4159000729035300,농산물,5
10531,5011000319051100,3120000057040400,농산물,3
10532,1174000014060400,5011000482018200,주방용품,4
10533,4313000629067200,5011000319005100,모자,4
10534,5013000946015400,4113100014022200,농산물,3
10535,5013000777063100,4150000079019100,농산물,7
10536,5013000821028200,2714000172094200,농산물,3
10537,2826000136013300,5013000824086100,침구단품,4
10538,4148000663017100,5011000263070100,수납가구,3
10539,4159000429094300,5011000266048300,기저귀/물티슈,3
10540,4159000429094300,5011000264063100,냉동/간편조리식품,4
10541,5011000078068400,4812500097077400,농산물,3
10542,5011000215038100,4131000021002100,농산물,3
10543,5013000907027300,4413300027096100,농산물,5
10544,5011000326012100,4119900013041200,농산물,4
10545,5011000078068400,2614000009084300,농산물,3
10546,4150000241065200,5011000316037200,건강식품,4
10547,5011000437099200,4420000285023200,농산물,4
10548,5013000821028200,4113500022090200,농산물,3
10549,3011000054046300,5011000315044400,건강식품,3
10550,5011000531065200,2826000139067200,농산물,3
10551,4115000074081300,5011000078068400,농산물,3
10552,4141000031030100,5011000173100400,생활용품,3
10553,5013000617099100,4159000720041200,농산물,6
10554,5011000078068400,4711300728045300,농산물,5
10555,5011000078068400,4812700051027300,농산물,3
10556,5011000626011200,2638000015033400,농산물,4
10557,4148000624064300,5013000822078300,의료용품,25
10558,5013000821028200,4690000365072300,농산물,4
10559,5013000610049100,4148000607095300,농산물,3
10560,2723000062095400,5011000768031300,가공식품,3
10561,4159000429094300,5013000810087100,과자,3
10562,5011000420060100,2917000037017100,농산물,3
10563,5011000434025400,4311300016079100,주방용품,3
10564,5011000078068400,2623000008033200,농산물,3
10565,5011000857010100,4480000060002300,농산물,16
10566,5011000183026200,4413100147030100,농산물,3
10567,4159000429094300,5011000380055200,건강식품,3
10568,5013000610049100,4121000040052400,농산물,3
10569,1117000009037100,5013000822054300,기타디지털/가전,5
10570,5011000685067100,2826000105032100,농산물,3
10571,5011000213069100,2614000004057400,농산물,5
10572,5011000316024300,4136000395055400,수산,3
10573,5013000731055200,3017000007057400,농산물,3
10574,2623000010026200,5011000488033200,의료용품,16
10575,4121000040049200,5011000262066100,완구/매트,8
10576,4150000163045200,5011000199024100,하의,3
10577,5013000624091200,4615000842074200,농산물,4
10578,5011000199044400,4113500009022300,농산물,3
10579,4148000690015300,5013000780021200,문화컨텐츠,3
10580,5011000137030100,4723000571090300,농산물,3
10581,5013000731024200,4122000267030300,농산물,4
10582,5011000595017300,1174000020019200,음반,5
10583,4128500028049400,5011000320030300,건강식품,5
10584,1165000003009100,5011000173048300,상의,3
10585,4150000196034300,5011000435073100,다이어트식품,6
10586,5011000137030100,4111300041062200,농산물,3
10587,5011000078068400,2729000034081200,농산물,6
10588,5011000315056100,2823700008040200,농산물,3
10589,1117000009070100,5011000316027300,기타디지털/가전,3
10590,5013000610049100,4111300013024400,농산물,3
10591,4165000739041400,5011000580071200,침실가구,4
10592,4148000690015300,5011000313076200,문화컨텐츠,3
10593,5011000078068400,4163000161045100,농산물,4
10594,4141000031030100,5011000266013400,건강용품,3
10595,5011000078068400,4139000018017100,농산물,3
10596,1121500014021200,5011000264015200,가공식품,5
10597,4127300065073100,5011000374071400,아우터,4
10598,5011000078068400,2818500010089100,농산물,3
10599,5011000470023200,3017000015016300,기타식품,3
10600,5011000373038300,1117000001072300,농산물,5
10601,5011000767075300,4119700009069300,축산,8
10602,5011000137030100,4136000278067200,농산물,3
10603,3023000012008100,5011000136016400,건강용품,3
10604,5013000733025400,2641000037074300,농산물,5
10605,5011000895025300,1126000014093300,농산물,3
10606,3023000012008100,5013000728063100,생활용품,8
10607,5011000535028300,4514000379058200,농산물,3
10608,5011000685067100,4889000040004400,농산물,3
10609,4141000031030100,5011000173043300,건강용품,3
10610,4812100208075400,5011000372008400,기타식품,3
10611,5013000732089100,4812700051018200,농산물,7
10612,5013000832023400,4159000507004100,농산물,4
10613,5011000078068400,1174000005070300,농산물,3
10614,4161000297014200,5013000808012100,생활용품,3
10615,5013000622057100,4146300004053100,농산물,4
10616,4148000690015300,5011000320054200,문화컨텐츠,5
10617,5011000374036400,1135000008028200,수산,4
10618,5013000731055200,4121000030060300,농산물,3
10619,5013000308099400,1154500008065300,농산물,3
10620,5011000078068400,1126000014065200,농산물,3
10621,5011000078068400,4427000309042300,농산물,3
10622,2826000129044400,5013000866013200,등산,4
10623,5011000137030100,1132000016040300,농산물,3
10624,4580000430016100,5013000318041400,가공식품,4
10625,4817000492008200,5011000372021200,인테리어소품,3
10626,5011000685067100,4613000339018200,농산물,4
10627,5011000315041100,2620000012067200,축산,3
10628,5013000731055200,4682001191082100,농산물,10
10629,4161000296096100,5011000216035300,기타스포츠/레저,3
10630,4157000113048200,5011000368007200,기저귀/물티슈,4
10631,5011000078068400,2638000065039100,농산물,4
10632,4113500051002400,5011000476036200,음료,4
10633,4282000473033400,5013000945035200,음료,3
10634,5011000137030100,1162000016028100,농산물,5
10635,4125000065050400,5013000866069200,가방,3
10636,5011000895025300,4513000149036200,농산물,14
10637,4159000286069200,5013000945029100,냉동/간편조리식품,3
10638,5013000734088300,4128700007040200,농산물,3
10639,5013000691060200,2629000010079200,농산물,3
10640,4141000031030100,5011000258037100,건강용품,10
10641,4137000003009200,5011000263039100,아우터,3
10642,5011000078068400,2635000046041300,농산물,3
10643,5011000078068400,2824500037075100,농산물,4
10644,5013000731055200,1117000023064400,농산물,3
10645,5013000733024100,4128700003092400,농산물,4
10646,5013000624091200,2711000001052400,농산물,3
10647,4139000100075300,5011000366031400,주방용품,4
10648,4137000025014200,5011000215052300,신발,3
10649,5013000610049100,2629000015003100,농산물,9
10650,5013000610049100,4146300026037400,농산물,3
10651,4128100009065300,5011000375041100,기능성,3
10652,5013000511001200,2717000010028100,농산물,4
10653,5011000436041400,4679000219063400,농산물,3
10654,5011000424031100,4155000212035300,농산물,3
10655,5013000622057100,2826000111045200,농산물,3
10656,5011000213090100,1156000010078300,농산물,3
10657,5011000078068400,4139000133080300,농산물,4
10658,5011000530022100,1156000017023300,축산,13
10659,5011000767075300,4311300024088300,건강식품,10
10660,4119900009063300,5011000319023100,건강식품,3
10661,5011000213090100,1144000020010300,농산물,3
10662,5013000821028200,4824000463065300,농산물,3
10663,5011000380055400,1121500015089200,건강식품,5
10664,5013000610049100,4163000140081100,농산물,4
10665,4141000031030100,5013000824086400,주방용품,3
10666,5011000315046300,2623000022055100,기타패션의류,10
